id,text
t1366,Do I need to re-apply to order a new card when my old one's about to expire?
t1367,can i get a physical card online
t1368,Please tell me what the exchange fee is.
t1369,Why did I get a fee for getting cash?
t1370,How do I transfer money between two of my accounts?
t1371,I need to cancel a purchase that I made the other day.
t1372,What is the verification process used for?
t1373,"I have a strange transaction for £1 on my statement, what is that?"
t1374,When will my transfer move out of pending stage?
t1375,What exchange rate will I receive?
t1376,What currencies does google pay top up accept?
t1377,I think my card payment was cancelled. What happened?
t1378,I would like to alter my personal details.
t1379,Why won't my transfer to another account work?
t1380,What do I do if I completed a money transfer but the recipient hasn't received it?
t1381,What is the refund policy?
t1382,"I really wanted to buy something online but seems the card is not working as the payment suddenly came back! What's going on here, I've been trying for a good week or two."
t1383,I requested a refund from a merchant but don't see the money in my account.  Are you able to check with the merchant or process the refund manually?
t1384,My things were stolen and I need to know if I can still use this app.
t1385,"Help, I was charged twice!"
t1386,"Someone stole my phone, what is my next step?"
t1387,I just noticed my transfer was declined and I don't know why. Can you help me?
t1388,I withdrew cash and was charged. Why?
t1389,Is there a way to track my card?
t1390,I received less cash than the amount I specified in the ATM.
t1391,What do I need to do to get a card?
t1392,Is there any amount in which I would get cut off from topping up?
t1393,Why was my payment declined? I keep trying my card but it's not working.
t1394,Is my card lost? I am still waiting for it to be delivered.
t1395,"I just bought an item and would like to stop payment, is this possible?  The item has not been received yet."
t1396,Whats the transfer process
t1397,"I'm not sure what is going on here. I've received payment back into my account  for an item I've already received, from about 2 weeks ago."
t1398,I need to make my card PIN a different number
t1399,What currencies can I use?
t1400,I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!
t1401,How can it be that my Card is not functioning anymore?
t1402,I am being charged a pound out of nowhere. What is this?
t1403,Which documents do I need for this identity check?
t1404,Is it right that I've been charged for transferring money?
t1405,Why hasn't payment gone through yet?
t1406,I did a money transaction and the recipient doesn't see it
t1407,What is the $1 transaction on my account?
t1408,Do you have a list of the cards and currencies supported?
t1409,Are there limits with top-up?
t1410,I messed up a transfer and need to reverse it.
t1411,What is the appropriate age for my child to be able to open an account?
t1412,Are there any discounts for frequent currency exchanges?
t1413,I got charged a service fee on my account. Can it be waived since I didn't know about it before?
t1414,"Hello. I bought an item a while ago, and have since requested a refund.  However, upon checking my online statements, it seems that I haven't been issued a refund yet.  How can this be remedied?"
t1415,I did not have the right exchange rate applied to my situation of pulling out cash
t1416,Where can I pay with my card?
t1417,Card refund is not showing up in my statement.
t1418,I checked my account today and saw that I was charged an extra pound that I did not spend.
t1419,When did I get a $1 extra fee on my statement?
t1420,I'm not happy with the services I'm getting with this company. Can you please delete my account?
t1421,Why would you cancel my transfer?
t1422,Can you help me retrieve my card?
t1423,"I asked for $40 and I only received $20, what happened?"
t1424,"I keep checking to see if I've received a refund that I requested from a seller, but I'm not seeing the refund. I need you to help me get the refund."
t1425,I have been travelling overseas and I need to change my PIN. Can you tell me how this is done?
t1426,I've changed my mind on an item.  How do I get a refund?
t1427,How many currencies can I have?
t1428,How do I contact customer support about my declined transfer?
t1429,I need help reapplying my top-up. It seems it isn't working.
t1430,"I used my card to top up, but the money is not there!"
t1431,Yesterday I had my phone stolen.  Please advise what I should do.
t1432,Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere.
t1433,Tell me why my transfer was declined.
t1434,How can I edit my personal details in the app?
t1435,How dp i top up with a cheque ?
t1436,"I'm trying to move money from my account to elsewhere, but it's giving me an error message."
t1437,I got cash and the exchange rate should have been different than it ended up being.
t1438,"Hello, I made a payment with my card and it's not working. It's been a while and still says its pending. Can you tell when this will go through?"
t1439,"It's declining my transfers. Normally this works, but my card is being declined now and I've tried more than once."
